timestamp,open,high,low,close,vol
1643686200,74.7500,74.7525,74.6650,74.7050,211
1643686380,74.7050,74.7125,74.7000,74.7025,141
1643686560,74.7025,74.7025,74.6825,74.6875,120
1643686740,74.6875,74.6875,74.6675,74.6675,323
1643686920,74.6675,74.6725,74.6675,74.6725,131
1643687100,74.6725,74.6925,74.6725,74.6925,172
1643687280,74.6925,74.7175,74.6925,74.7175,403
1643687460,74.7175,74.7175,74.6850,74.6850,314
1643687640,74.6850,74.7050,74.6850,74.7025,58
1643687820,74.7025,74.7025,74.6775,74.6875,252
1643688000,74.6875,74.7050,74.6875,74.7000,81
1643688180,74.7000,74.7100,74.7000,74.7000,113
1643688360,74.7000,74.7000,74.6525,74.6550,51
1643688540,74.6550,74.6650,74.6325,74.6400,1161
1643688720,74.6400,74.6400,74.6225,74.6350,77
1643688900,74.6350,74.6350,74.6200,74.6300,84
1643689080,74.6300,74.6400,74.6300,74.6300,26
1643689260,74.6300,74.6300,74.6175,74.6175,21
1643689440,74.6175,74.6200,74.6175,74.6200,12
1643689620,74.6200,74.6200,74.5925,74.5925,194
1643689800,74.5925,74.6150,74.5900,74.6150,212
1643689980,74.6150,74.6525,74.6150,74.6500,337
1643690160,74.6500,74.6525,74.6050,74.6175,524
1643690340,74.6175,74.6175,74.5600,74.5725,225
1643690520,74.5725,74.5725,74.5325,74.5525,667
1643690700,74.5525,74.5750,74.5475,74.5650,352
1643690880,74.5650,74.5650,74.5225,74.5375,239
1643691060,74.5375,74.5700,74.5375,74.5700,399
1643691240,74.5625,74.5650,74.5525,74.5650,30
1643691420,74.5650,74.5975,74.5650,74.5975,237
1643691600,74.5975,74.6000,74.5875,74.5950,103
1643691780,74.5950,74.6100,74.5925,74.6025,35
1643691960,74.6025,74.6550,74.6025,74.6550,292
1643692140,74.6550,74.7050,74.6500,74.6650,404
1643692320,74.6650,74.6900,74.6600,74.6600,76
1643692500,74.6600,74.6650,74.6500,74.6550,66
1643692680,74.6550,74.6800,74.6350,74.6725,80
1643692860,74.6725,74.6800,74.6700,74.6775,50
1643693040,74.6725,74.6800,74.6700,74.6800,80
1643693220,74.6800,74.6850,74.6775,74.6775,24
1643693400,74.6775,74.6775,74.6600,74.6675,11
1643693580,74.6675,74.6775,74.6650,74.6650,20
1643693760,74.6650,74.7325,74.6650,74.7325,185
1643693940,74.7325,74.7325,74.6950,74.7025,93
1643694120,74.7025,74.7025,74.6725,74.6850,47
1643694300,74.6850,74.6850,74.6600,74.6675,37
1643694480,74.6675,74.6675,74.6675,74.6675,0
1643694660,74.6675,74.6675,74.6675,74.6675,0
1643694840,74.6675,74.6675,74.6625,74.6625,4
1643695020,74.6625,74.6700,74.6625,74.6700,1
1643695200,74.6700,74.6700,74.6700,74.6700,0
1643695380,74.6700,74.6700,74.6450,74.6600,12
1643695560,74.6600,74.6600,74.6575,74.6575,80
1643695740,74.6575,74.6600,74.6475,74.6600,24
1643695920,74.6600,74.6800,74.6575,74.6575,28
1643696100,74.6550,74.6550,74.5950,74.6200,325
1643696280,74.6200,74.6625,74.6200,74.6625,212
1643696460,74.6550,74.6575,74.6300,74.6300,97
1643696640,74.6300,74.6300,74.5900,74.6125,81
1643696820,74.6125,74.6125,74.5900,74.5975,94
1643697000,74.5975,74.5975,74.5650,74.5750,1317
1643697180,74.5750,74.6750,74.5625,74.6700,1546
1643697360,74.6700,74.7225,74.6675,74.6675,579
1643697540,74.6675,74.6775,74.6650,74.6725,62
1643697720,74.6725,74.6750,74.6725,74.6750,9
1643697900,74.6750,74.6750,74.6500,74.6500,24
1643698080,74.6500,74.6550,74.6375,74.6550,123
1643698260,74.6550,74.6750,74.6550,74.6750,7
1643698440,74.6750,74.6750,74.6300,74.6300,45
1643698620,74.6300,74.6400,74.6300,74.6400,30
1643698800,74.6400,74.7900,74.6400,74.7900,101
1643698980,74.7900,74.8325,74.7700,74.8075,622
1643699160,74.8075,74.8450,74.8075,74.8400,394
1643699340,74.8400,74.8800,74.8350,74.8350,761
1643699520,74.8350,74.8800,74.8350,74.8800,158
1643699700,74.8800,74.9200,74.8775,74.9050,635
1643699880,74.9050,74.9075,74.8700,74.8875,294
1643700060,74.8875,74.9350,74.8875,74.9300,161
1643700240,74.9300,74.9850,74.9300,74.9750,757
1643700420,74.9650,74.9675,74.9125,74.9300,152
1643700600,74.9300,74.9350,74.8625,74.8650,467
1643700780,74.8650,74.8975,74.8550,74.8975,364
1643700960,74.8975,74.9300,74.8800,74.8800,621
1643701140,74.8800,74.8875,74.8575,74.8775,195
1643701320,74.8775,74.8775,74.8675,74.8675,177
1643701500,74.8675,74.8675,74.8500,74.8500,23
1643701680,74.8500,74.8525,74.8500,74.8525,3
1643701860,74.8525,74.8600,74.8500,74.8600,56
1643702040,74.8600,74.8600,74.8475,74.8475,1
1643702220,74.8475,74.8550,74.8475,74.8550,15
1643702400,74.8550,74.8550,74.8450,74.8500,220
1643702580,74.8500,74.8500,74.8500,74.8500,11
1643702760,74.8500,74.8500,74.8275,74.8325,237
1643702940,74.8325,74.8375,74.8250,74.8375,35
1643703120,74.8375,74.8375,74.8250,74.8275,63
1643703300,74.8275,74.8275,74.7800,74.8200,823
1643703480,74.8200,74.8575,74.8200,74.8575,704
1643703660,74.8575,74.8650,74.8525,74.8650,73
1643703840,74.8650,74.8900,74.8650,74.8875,77
1643704020,74.8875,74.9125,74.8875,74.9125,1577
1643704200,74.9125,74.9125,74.8975,74.8975,126
1643704380,74.8975,74.9325,74.8975,74.9325,223
1643704560,74.9325,74.9350,74.9250,74.9300,21
1643704740,74.9300,74.9300,74.9250,74.9275,15
1643704920,74.9275,74.9275,74.9150,74.9150,153
1643705100,74.9150,74.9200,74.8975,74.8975,379
1643705280,74.8975,74.9050,74.8700,74.8700,246
1643705460,74.8700,74.8700,74.8700,74.8700,0
1643705640,74.8700,74.8700,74.8625,74.8625,1511
1643705820,74.8625,74.8800,74.8625,74.8800,10
1643706000,74.8800,74.8800,74.8450,74.8450,343
1643706180,74.8450,74.8700,74.8450,74.8700,119
1643706360,74.8700,74.8825,74.8700,74.8700,354
1643706540,74.8700,74.8700,74.8500,74.8675,261
1643706720,74.8675,74.8675,74.8625,74.8675,106
1643706900,74.8675,74.8725,74.8675,74.8700,80
1643707080,74.8700,74.8700,74.8475,74.8475,6
1643707260,74.8475,74.8700,74.8475,74.8700,4
1643707440,74.8700,74.8775,74.8575,74.8575,260
1643707620,74.8575,74.8575,74.8575,74.8575,0
1643707800,74.8575,74.8575,74.8575,74.8575,0
1643707980,74.8575,74.8750,74.8525,74.8750,92
1643708160,74.8750,74.9000,74.8750,74.8825,511
1643708340,74.8825,74.9025,74.8825,74.9025,44
1643708520,74.9025,74.9200,74.9025,74.9200,121
1643708700,74.9200,74.9200,74.8900,74.9075,49
1643708880,74.9075,74.9150,74.9075,74.9150,52
1643709060,74.9150,74.9150,74.9075,74.9075,17
1643709240,74.9075,74.9400,74.9075,74.9250,69
1643709420,74.9250,74.9250,74.9100,74.9100,17
1643709600,74.9100,74.9175,74.9100,74.9150,48
1643709780,74.9150,74.9325,74.9150,74.9325,27
1643709960,74.9325,74.9350,74.9325,74.9350,43
1643710140,74.9350,74.9400,74.9325,74.9350,97
1643710320,74.9350,74.9350,74.9275,74.9300,132
1643710500,74.9300,74.9325,74.9125,74.9325,88
1643710680,74.9325,74.9325,74.9250,74.9250,25
1643710860,74.9250,74.9325,74.9250,74.9275,80
1643711040,74.9275,74.9275,74.9150,74.9200,81
1643711220,74.9200,74.9200,74.9150,74.9200,69
1643711400,74.9200,74.9250,74.9150,74.9250,4
1643711580,74.9250,74.9475,74.9225,74.9475,1051
1643711760,74.9475,74.9650,74.9450,74.9550,2046
1643711940,74.9475,74.9475,74.9475,74.9475,50
1643712120,74.9475,74.9525,74.9450,74.9525,71
1643712300,74.9525,74.9575,74.9500,74.9525,116
1643712480,74.9525,74.9575,74.9500,74.9575,41
1643712660,74.9575,74.9575,74.9450,74.9450,10
1643712840,74.9450,74.9450,74.9400,74.9400,175
1643713020,74.9400,74.9450,74.9400,74.9450,43
1643713200,74.9450,74.9450,74.9375,74.9400,49
1643713380,74.9400,74.9400,74.9275,74.9400,70
1643713560,74.9400,74.9400,74.9325,74.9325,134
1643713740,74.9325,74.9350,74.9250,74.9350,252
1643713920,74.9350,74.9350,74.9225,74.9325,114
1643714100,74.9325,74.9325,74.9225,74.9300,70
1643714280,74.9300,74.9400,74.9300,74.9325,7
1643714460,74.9325,74.9325,74.9225,74.9250,17
1643714640,74.9250,74.9350,74.9250,74.9300,330
1643714820,74.9300,74.9300,74.9175,74.9225,278
1643772600,74.8450,74.8450,74.7875,74.8200,510
1643772780,74.8200,74.8250,74.8150,74.8200,330
1643772960,74.8200,74.8250,74.7900,74.7900,120
1643773140,74.7900,74.7950,74.7825,74.7850,164
1643773320,74.7850,74.7850,74.7700,74.7725,282
1643773500,74.7800,74.8075,74.7800,74.7950,206
1643773680,74.7950,74.7975,74.7900,74.7925,71
1643773860,74.7925,74.8025,74.7850,74.7850,16
1643774040,74.7850,74.7850,74.7850,74.7850,1
1643774220,74.7850,74.7950,74.7800,74.7800,539
1643774400,74.7800,74.7800,74.7625,74.7650,67
1643774580,74.7650,74.7825,74.7625,74.7825,52
1643774760,74.7825,74.8075,74.7825,74.8050,57
1643774940,74.8050,74.8225,74.8000,74.8200,406
1643775120,74.8200,74.8200,74.8175,74.8175,29
1643775300,74.8175,74.8325,74.8175,74.8250,13
1643775480,74.8300,74.8300,74.8250,74.8300,51
1643775660,74.8300,74.8525,74.8300,74.8525,71
1643775840,74.8525,74.8700,74.8500,74.8700,108
1643776020,74.8700,74.8700,74.8550,74.8600,37
1643776200,74.8600,74.8725,74.8550,74.8550,325
1643776380,74.8550,74.8700,74.8475,74.8475,519
1643776560,74.8475,74.8525,74.8100,74.8475,481
1643776740,74.8475,74.8700,74.8475,74.8675,134
1643776920,74.8675,74.8850,74.8625,74.8850,55
1643777100,74.8850,74.8850,74.8675,74.8700,118
1643777280,74.8700,74.8700,74.8400,74.8400,5
1643777460,74.8400,74.8400,74.8400,74.8400,2
1643777640,74.8400,74.8400,74.8400,74.8400,0
1643777820,74.8400,74.8500,74.8400,74.8500,2
1643778000,74.8500,74.8500,74.8500,74.8500,0
1643778180,74.8500,74.8900,74.8500,74.8875,331
1643778360,74.8875,74.8900,74.8750,74.8875,396
1643778540,74.8875,74.8875,74.8600,74.8600,19
1643778720,74.8600,74.8875,74.8600,74.8875,7
1643778900,74.8875,74.8875,74.8700,74.8700,81
1643779080,74.8700,74.8700,74.8600,74.8600,2
1643779260,74.8600,74.8600,74.8550,74.8550,351
1643779440,74.8550,74.8625,74.8550,74.8625,4
1643779620,74.8625,74.8625,74.8600,74.8600,254
1643779800,74.8600,74.8650,74.8575,74.8650,14
1643779980,74.8650,74.8675,74.8650,74.8675,4
1643780160,74.8675,74.8675,74.8675,74.8675,0
1643780340,74.8675,74.8675,74.8650,74.8650,10
1643780520,74.8650,74.8650,74.8650,74.8650,0
1643780700,74.8650,74.8725,74.8650,74.8675,13
1643780880,74.8675,74.8825,74.8650,74.8775,21
1643781060,74.8775,74.8875,74.8775,74.8875,12
1643781240,74.8850,74.9125,74.8850,74.9125,264
1643781420,74.9125,74.9325,74.9125,74.9225,1075
1643781600,74.9225,74.9425,74.9225,74.9325,59
1643781780,74.9325,74.9375,74.9300,74.9300,22
1643781960,74.9300,74.9300,74.9200,74.9200,36
1643782140,74.9200,74.9350,74.9200,74.9350,33
1643782320,74.9350,74.9350,74.9200,74.9250,17
1643782500,74.9250,74.9300,74.9250,74.9300,11
1643782680,74.9300,74.9325,74.9250,74.9250,61
1643782860,74.9250,74.9300,74.9250,74.9300,153
1643783040,74.9300,74.9300,74.9250,74.9250,75
1643783220,74.9250,74.9600,74.9250,74.9525,282
1643783400,74.9525,74.9900,74.9525,74.9825,265
1643783580,74.9825,75.0125,74.9825,75.0100,643
1643783760,75.0100,75.0225,74.9975,74.9975,231
1643783940,74.9975,75.0125,74.9975,75.0125,17
1643784120,75.0125,75.0125,75.0075,75.0075,107
1643784300,75.0075,75.0225,75.0075,75.0225,74
1643784480,75.0225,75.0325,75.0225,75.0250,67
1643784660,75.0250,75.0275,75.0250,75.0275,9
1643784840,75.0300,75.0675,75.0250,75.0600,720
1643785020,75.0600,75.0650,75.0475,75.0550,438
1643785200,75.0550,75.0675,75.0400,75.0400,502
1643785380,75.0400,75.0550,75.0375,75.0475,156
1643785560,75.0475,75.0475,75.0150,75.0225,587
1643785740,75.0225,75.0275,75.0125,75.0275,96
1643785920,75.0275,75.0775,75.0275,75.0775,757
1643786100,75.0775,75.0975,75.0700,75.0850,412
1643786280,75.0850,75.0925,75.0700,75.0800,356
1643786460,75.0800,75.0875,75.0675,75.0700,1095
1643786640,75.0700,75.0800,75.0475,75.0650,351
1643786820,75.0650,75.0775,75.0650,75.0775,371
1643787000,75.0775,75.0775,75.0625,75.0625,99
1643787180,75.0625,75.0625,75.0525,75.0550,64
1643787360,75.0550,75.0625,75.0550,75.0575,66
1643787540,75.0575,75.0675,75.0350,75.0350,359
1643787720,75.0350,75.0425,75.0350,75.0425,5
1643787900,75.0425,75.0550,75.0325,75.0400,185
1643788080,75.0400,75.0400,75.0300,75.0350,287
1643788260,75.0350,75.0525,75.0350,75.0375,256
1643788440,75.0375,75.0450,75.0275,75.0325,417
1643788620,75.0325,75.0375,75.0325,75.0375,475
1643788800,75.0375,75.0450,75.0375,75.0450,2
1643788980,75.0450,75.0450,75.0450,75.0450,1
1643789160,75.0450,75.0625,75.0450,75.0625,78
1643789340,75.0625,75.0700,75.0600,75.0650,539
1643789520,75.0650,75.0875,75.0650,75.0775,453
1643789700,75.0700,75.0700,75.0275,75.0275,701
1643789880,75.0275,75.0450,75.0275,75.0450,423
1643790060,75.0450,75.0450,75.0125,75.0125,580
1643790240,75.0175,75.0325,75.0050,75.0050,968
1643790420,75.0050,75.0175,75.0050,75.0075,404
1643790600,75.0075,75.0075,74.9700,74.9975,542
1643790780,74.9975,75.0100,74.9975,75.0100,45
1643790960,75.0100,75.0225,75.0100,75.0225,30
1643791140,75.0225,75.0225,75.0175,75.0175,10
1643791320,75.0175,75.0525,75.0175,75.0450,343
1643791500,75.0450,75.0475,75.0450,75.0475,2
1643791680,75.0475,75.0650,75.0425,75.0450,255
1643791860,75.0450,75.0450,75.0425,75.0425,7
1643792040,75.0425,75.0525,75.0350,75.0450,78
1643792220,75.0450,75.0450,75.0450,75.0450,0
1643792400,75.0450,75.0450,75.0200,75.0200,224
1643792580,75.0200,75.0200,75.0175,75.0175,118
1643792760,75.0175,75.0200,75.0025,75.0050,86
1643792940,75.0050,75.0100,74.9925,75.0025,246
1643793120,75.0025,75.0175,75.0025,75.0025,13
1643793300,75.0025,75.0050,74.9950,74.9950,138
1643793480,74.9950,74.9950,74.9750,74.9800,90
1643793660,74.9800,74.9825,74.9700,74.9750,377
1643793840,74.9750,74.9750,74.9575,74.9625,717
1643794020,74.9625,74.9825,74.9625,74.9750,150
1643794200,74.9750,74.9750,74.9600,74.9675,195
1643794380,74.9675,74.9775,74.9625,74.9625,169
1643794560,74.9625,74.9625,74.9525,74.9525,146
1643794740,74.9525,74.9575,74.9250,74.9275,566
1643794920,74.9275,74.9300,74.9200,74.9225,781
1643795100,74.9225,74.9500,74.9225,74.9425,98
1643795280,74.9425,74.9525,74.9375,74.9375,125
1643795460,74.9375,74.9500,74.9375,74.9500,75
1643795640,74.9500,74.9500,74.9325,74.9375,86
1643795820,74.9375,74.9400,74.9225,74.9275,124
1643796000,74.9275,74.9275,74.9200,74.9200,41
1643796180,74.9200,74.9250,74.9125,74.9225,360
1643796360,74.9225,74.9225,74.9125,74.9225,168
1643796540,74.9225,74.9225,74.9175,74.9200,298
1643796720,74.9175,74.9175,74.9125,74.9175,1100
1643796900,74.9175,74.9250,74.9175,74.9225,427
1643797080,74.9225,74.9225,74.9100,74.9125,96
1643797260,74.9125,74.9175,74.8950,74.8975,216
1643797440,74.8975,74.8975,74.8850,74.8875,200
1643797620,74.8875,74.8875,74.8800,74.8800,61
1643797800,74.8800,74.8800,74.8775,74.8800,47
1643797980,74.8800,74.8825,74.8775,74.8775,19
1643798160,74.8775,74.8800,74.8575,74.8575,344
1643798340,74.8575,74.8600,74.8475,74.8500,327
1643798520,74.8500,74.8500,74.8375,74.8450,337
1643798700,74.8450,74.8550,74.8450,74.8450,20
1643798880,74.8450,74.8500,74.8425,74.8500,87
1643799060,74.8500,74.8500,74.8375,74.8400,397
1643799240,74.8400,74.8675,74.8400,74.8675,124
1643799420,74.8675,74.8750,74.8600,74.8600,125
1643799600,74.8600,74.8600,74.8500,74.8575,13
1643799780,74.8575,74.8700,74.8525,74.8700,33
1643799960,74.8700,74.8750,74.8675,74.8725,146
1643800140,74.8725,74.8725,74.8625,74.8675,40
1643800320,74.8675,74.8700,74.8675,74.8700,32
1643800500,74.8700,74.8800,74.8700,74.8725,79
1643800680,74.8725,74.8750,74.8700,74.8700,121
1643800860,74.8700,74.8700,74.8625,74.8625,345
1643801040,74.8625,74.8650,74.8600,74.8600,267
1643801220,74.8600,74.8600,74.8550,74.8600,649
1643859000,75.1875,75.1875,74.8625,74.9075,290
1643859180,74.9075,74.9250,74.9050,74.9250,653
1643859360,74.9250,74.9350,74.9250,74.9250,163
1643859540,74.9250,74.9300,74.9175,74.9300,43
1643859720,74.9300,74.9425,74.9225,74.9425,258
1643859900,74.9425,74.9425,74.9225,74.9275,108
1643860080,74.9275,74.9300,74.9275,74.9300,56
1643860260,74.9300,74.9350,74.9300,74.9350,64
1643860440,74.9350,74.9450,74.9300,74.9450,13
1643860620,74.9450,74.9450,74.9300,74.9350,62
1643860800,74.9350,74.9350,74.8975,74.8975,40
1643860980,74.8975,74.9100,74.8950,74.9025,161
1643861160,74.9025,74.9075,74.8950,74.9000,79
1643861340,74.9000,74.9050,74.8925,74.9050,69
1643861520,74.9050,74.9225,74.9050,74.9175,339
1643861700,74.9175,74.9200,74.9075,74.9125,852
1643861880,74.9125,74.9175,74.9100,74.9175,23
1643862060,74.9175,74.9275,74.9175,74.9275,693
1643862240,74.9225,74.9575,74.9225,74.9400,762
1643862420,74.9400,74.9425,74.9350,74.9375,21
1643862600,74.9375,74.9525,74.9300,74.9450,139
1643862780,74.9450,74.9650,74.9450,74.9625,428
1643862960,74.9625,74.9850,74.9600,74.9850,38
1643863140,74.9850,74.9850,74.9700,74.9700,1320
1643863320,74.9700,74.9700,74.9625,74.9650,107
1643863500,74.9650,74.9650,74.9275,74.9350,604
1643863680,74.9350,74.9350,74.8875,74.8875,2559
1643863860,74.8850,74.9075,74.8625,74.8875,1777
1643864040,74.8875,74.8875,74.8575,74.8700,1403
1643864220,74.8700,74.8975,74.8700,74.8900,504
1643864400,74.8900,74.8900,74.8650,74.8775,97
1643864580,74.8775,74.9050,74.8775,74.8875,177
1643864760,74.8875,74.8950,74.8800,74.8875,129
1643864940,74.8875,74.9100,74.8875,74.9075,3491
1643865120,74.9075,74.9075,74.8950,74.8950,121
1643865300,74.8950,74.8975,74.8950,74.8975,4
1643865480,74.8975,74.8975,74.8825,74.8850,33
1643865660,74.8750,74.8750,74.8250,74.8425,1729
1643865840,74.8425,74.8425,74.8225,74.8400,146
1643866020,74.8400,74.8400,74.8200,74.8275,280
1643866200,74.8275,74.8375,74.8150,74.8150,106
1643866380,74.8150,74.8275,74.8075,74.8225,195
1643866560,74.8225,74.8550,74.8225,74.8550,211
1643866740,74.8575,74.8575,74.8475,74.8500,59
1643866920,74.8500,74.8550,74.8475,74.8525,18
1643867100,74.8525,74.8525,74.8425,74.8425,30
1643867280,74.8425,74.8825,74.8425,74.8700,94
1643867460,74.8700,74.8925,74.8700,74.8850,71
1643867640,74.8900,74.8900,74.8725,74.8875,286
1643867820,74.8875,74.8875,74.8675,74.8700,71
1643868000,74.8700,74.8975,74.8700,74.8875,90
1643868180,74.8875,74.8875,74.8600,74.8675,120
1643868360,74.8700,74.8750,74.8700,74.8750,94
1643868540,74.8750,74.8800,74.8650,74.8750,98
1643868720,74.8750,74.9050,74.8750,74.8875,116
1643868900,74.8875,74.9175,74.8850,74.9025,1229
1643869080,74.9025,74.9150,74.9025,74.9125,86
1643869260,74.9125,74.9150,74.9050,74.9100,487
1643869440,74.9100,74.9225,74.9100,74.9175,118
1643869620,74.9175,74.9300,74.9150,74.9175,2171
1643869800,74.9175,74.9300,74.9175,74.9300,1224
1643869980,74.9225,74.9350,74.9125,74.9350,588
1643870160,74.9350,74.9375,74.9275,74.9275,110
1643870340,74.9275,74.9275,74.9025,74.9025,801
1643870520,74.9025,74.9125,74.9025,74.9125,93
1643870700,74.9125,74.9175,74.9125,74.9175,26
1643870880,74.9175,74.9175,74.9075,74.9100,44
1643871060,74.9100,74.9100,74.8900,74.8900,91
1643871240,74.8900,74.8925,74.8900,74.8925,36
1643871420,74.8925,74.9050,74.8925,74.9050,113
1643871600,74.9050,74.9050,74.9000,74.9000,51
1643871780,74.9000,74.9000,74.8875,74.8875,111
1643871960,74.8900,74.9000,74.8900,74.9000,28
1643872140,74.9000,74.9000,74.8850,74.8850,20
1643872320,74.8850,74.8900,74.8850,74.8900,2
1643872500,74.8900,74.8900,74.8900,74.8900,0
1643872680,74.8900,74.8975,74.8850,74.8850,34
1643872860,74.8850,74.8925,74.8850,74.8925,895
1643873040,74.8925,74.9125,74.8925,74.9125,419
1643873220,74.9125,74.9225,74.9125,74.9150,25
